folioviv,foliohog,factor,disp_agua,dotac_agua,entidad,ubica_geo,gasto_agua_tot,tot_integ,hombres,mujeres,sexo_jefe,edad_jefe,educa_jefe
3062418910,1,694,1,1,30,30128,NA,2,1,1,1,52,3
3062596001,1,786,1,1,30,30143,150,3,2,1,1,75,1
3062596003,1,786,1,1,30,30143,12.5,1,0,1,2,78,1
3062596004,1,786,2,1,30,30143,12.5,5,4,1,1,55,3
3062596005,1,786,1,1,30,30143,12.5,2,1,1,1,40,4
3062596216,1,786,2,1,30,30143,12.5,6,2,4,1,37,6
3062596217,1,786,1,1,30,30143,12.5,2,1,1,1,55,3
3062596218,1,786,2,1,30,30143,12.5,2,1,1,1,58,3
3062596219,1,786,1,1,30,30143,12.5,4,3,1,1,35,8
3062596220,1,786,2,1,30,30143,12.5,7,4,3,1,51,1
3062596606,1,786,2,1,30,30143,150,3,2,1,1,21,8
3062596607,1,786,1,1,30,30143,12.5,3,2,1,1,66,3
3062596608,1,786,1,1,30,30143,12.5,2,1,1,1,49,6
3062596609,1,786,1,1,30,30143,NA,5,1,4,2,49,3
3062596610,1,786,1,1,30,30143,12.5,4,2,2,1,45,4
3062596711,1,786,1,1,30,30143,12.5,6,3,3,1,43,4
3062596712,1,786,2,1,30,30143,150,2,1,1,1,53,3
3062596713,1,786,1,1,30,30143,12.5,6,3,3,1,45,3
3062596714,1,786,1,1,30,30143,12.5,2,1,1,1,67,3
3062596714,2,786,1,1,30,30143,12.5,5,2,3,1,29,6
3062596715,1,786,1,1,30,30143,12.5,3,2,1,1,64,3
3062604305,1,661,2,1,30,30143,12.5,2,1,1,2,72,4
3062604306,1,661,1,1,30,30143,NA,3,2,1,1,49,8
3062604307,1,661,1,1,30,30143,NA,2,1,1,1,77,4
3062604308,1,661,1,1,30,30143,NA,4,1,3,1,46,4
3062604309,1,661,1,1,30,30143,NA,3,1,2,1,72,3
3062604320,1,661,2,1,30,30143,NA,4,1,3,2,30,6
3062604321,1,661,2,1,30,30143,135,2,1,1,2,66,1
3062604322,1,661,2,1,30,30143,150,2,1,1,2,63,3
3062604323,1,661,2,1,30,30143,135,1,1,0,1,81,3
3062604324,1,661,2,1,30,30143,270,5,2,3,1,42,3
3062604501,1,661,2,1,30,30143,12.5,4,2,2,1,54,4
3062604502,1,661,2,1,30,30143,NA,4,1,3,2,24,5
3062604504,1,661,2,1,30,30143,25,5,2,3,1,65,3
3062604815,1,661,2,1,30,30143,217.5,3,2,1,2,28,6
3062604816,1,661,2,1,30,30143,217.5,1,0,1,2,56,3
3062604817,1,661,2,1,30,30143,217.5,4,1,3,1,55,3
3062604818,1,661,7,,30,30143,217.5,2,0,2,2,78,1
3062604819,1,661,7,,30,30143,217.5,3,1,2,2,37,6
3062604910,1,661,1,1,30,30143,12.5,1,0,1,2,64,1
3062604911,1,661,1,1,30,30143,NA,3,0,3,2,28,6
3062604912,1,661,2,1,30,30143,NA,4,2,2,2,22,8
3062604913,1,661,1,1,30,30143,62.5,2,1,1,1,65,1
3062604914,1,661,1,1,30,30143,NA,1,1,0,1,15,6
3062621006,1,578,2,1,30,30144,NA,4,2,2,1,58,3
3062621007,1,578,2,1,30,30144,NA,4,2,2,1,28,6
3062621008,1,578,1,1,30,30144,NA,4,1,3,1,60,3
3062621009,1,578,2,1,30,30144,NA,5,2,3,1,74,1
3062621010,1,578,2,1,30,30144,NA,4,2,2,1,69,3
3062621011,1,578,2,1,30,30144,NA,3,2,1,1,94,1
3062621401,1,578,2,1,30,30144,NA,5,2,3,2,61,1
3062621402,1,578,2,1,30,30144,NA,5,3,2,1,38,4
3062621403,1,578,2,1,30,30144,NA,2,1,1,2,68,1
3062621404,1,578,2,1,30,30144,NA,3,1,2,1,40,3
3062621405,1,578,2,1,30,30144,NA,4,2,2,1,43,4
3062621422,1,578,7,,30,30144,NA,1,1,0,1,88,1
3062621423,1,578,7,,30,30144,NA,3,1,2,1,22,8
3062621424,1,578,7,,30,30144,NA,4,1,3,1,36,1
3062621612,1,578,7,,30,30144,NA,4,2,2,1,50,6
3062621613,1,578,7,,30,30144,NA,4,1,3,1,47,4
3062621614,1,578,7,,30,30144,NA,2,1,1,1,20,7
3062621615,1,578,7,,30,30144,NA,4,2,2,1,37,1
3062621616,1,578,7,,30,30144,NA,4,3,1,1,40,6
3062621717,1,578,1,1,30,30144,120,1,0,1,2,28,9
3062621718,1,578,2,1,30,30144,120,4,2,2,1,45,4
3062621719,1,578,2,1,30,30144,240,6,2,4,1,66,3
3062621720,1,578,2,1,30,30144,120,3,1,2,1,49,6
3062621721,1,578,1,1,30,30144,120,4,2,2,1,60,3
3062662201,1,732,2,2,30,30148,150,1,0,1,2,79,3
3062662202,1,732,2,2,30,30148,150,4,3,1,1,62,3
3062662203,1,732,2,2,30,30148,150,4,2,2,1,33,3
3062662204,1,732,2,2,30,30148,150,5,3,2,1,30,8
3062662220,1,732,2,2,30,30148,105,3,2,1,2,30,4
3062662221,1,732,2,2,30,30148,120,5,3,2,1,46,8
3062662222,1,732,1,2,30,30148,120,4,2,2,1,64,3
3062662223,1,732,7,,30,30148,112.5,4,2,2,1,34,3
3062662224,1,732,2,2,30,30148,150,7,3,4,1,51,3
3062662225,1,732,1,2,30,30148,90,4,2,2,1,46,3
3062662310,1,732,1,2,30,30148,210,5,3,2,1,32,3
3062662313,1,732,7,,30,30148,NA,5,3,2,2,65,3
3062662314,1,732,1,2,30,30148,150,4,3,1,1,68,1
3062662505,1,732,2,2,30,30148,150,6,4,2,1,37,4
3062662506,1,732,1,1,30,30148,NA,3,1,2,1,38,7
3062662507,1,732,2,2,30,30148,150,4,3,1,2,70,3
3062662508,1,732,2,2,30,30148,150,2,2,0,1,34,1
3062662509,1,732,2,2,30,30148,150,2,1,1,2,59,3
3062662916,1,732,2,2,30,30148,120,6,4,2,1,50,3
3062662917,1,732,1,2,30,30148,NA,6,4,2,1,62,4
3062662918,1,732,2,2,30,30148,900,6,3,3,1,83,3
3062662919,1,732,2,2,30,30148,150,3,1,2,2,68,3
3062675013,1,858,2,1,30,30149,NA,6,3,3,1,52,4
3062675014,1,858,2,1,30,30149,25,8,3,5,1,40,1
3062675015,1,858,2,1,30,30149,7.5,6,2,4,1,51,3
3062675016,1,858,2,1,30,30149,25,4,2,2,1,21,4
3062675018,1,858,2,1,30,30149,25,5,2,3,1,46,1
3062675407,1,858,2,1,30,30149,NA,4,1,3,1,48,3
3062675408,1,858,1,1,30,30149,NA,3,1,2,1,30,8
3062675409,1,858,2,1,30,30149,NA,5,2,3,1,50,3
3062675410,1,858,2,2,30,30149,NA,6,4,2,2,68,1
3062675411,1,858,2,1,30,30149,NA,3,2,1,1,54,1
3062675412,1,858,2,1,30,30149,NA,3,2,1,1,32,8
3062675619,1,858,2,1,30,30149,NA,4,2,2,1,33,1
3062675620,1,858,2,1,30,30149,NA,1,0,1,2,53,1
3062675620,2,858,2,1,30,30149,NA,2,0,2,2,26,1
3062675621,1,858,2,1,30,30149,NA,3,2,1,1,29,1
3062675622,1,858,2,1,30,30149,NA,4,1,3,2,29,5
3062675623,1,858,2,1,30,30149,NA,7,4,3,1,65,1
3062675623,2,858,2,1,30,30149,NA,4,1,3,1,28,5
3062675624,1,858,1,1,30,30149,NA,4,2,2,1,38,1
3062675801,1,858,1,1,30,30149,NA,7,2,5,1,40,1
3062675802,1,858,2,1,30,30149,NA,3,2,1,1,67,1
3062675803,1,858,1,1,30,30149,NA,5,2,3,1,50,3
3062675804,1,858,2,1,30,30149,NA,2,1,1,1,27,3
3062675805,1,858,2,1,30,30149,NA,4,3,1,1,38,1
3062675806,1,858,1,2,30,30149,NA,4,2,2,1,53,1
3062699207,1,633,7,,30,30151,NA,3,2,1,1,54,5
3062699208,1,633,7,,30,30151,NA,2,1,1,1,57,3
3062699209,1,633,7,,30,30151,NA,3,1,2,1,57,4
3062699210,1,633,7,,30,30151,NA,7,4,3,1,56,8
3062699211,1,633,7,,30,30151,NA,4,2,2,1,57,4
3062699212,1,633,7,,30,30151,NA,2,1,1,1,58,4
3062699319,1,633,7,,30,30151,NA,3,1,2,1,32,6
3062699320,1,633,7,,30,30151,NA,3,2,1,1,65,4
3062699321,1,633,7,,30,30151,NA,1,1,0,1,38,4
3062699322,1,633,7,,30,30151,NA,3,2,1,1,82,1
3062699323,1,633,7,,30,30151,NA,5,4,1,1,36,7
3062699324,1,633,7,,30,30151,NA,3,2,1,1,20,6
3062699513,1,633,7,,30,30151,NA,1,1,0,1,86,3
3062699514,1,633,7,,30,30151,NA,3,0,3,2,27,5
3062699515,1,633,7,,30,30151,NA,1,1,0,1,52,4
3062699516,1,633,7,,30,30151,NA,4,3,1,1,44,6
3062699517,1,633,7,,30,30151,NA,3,1,2,1,56,3
3062699518,1,633,7,,30,30151,NA,3,2,1,1,32,8
3062699701,1,633,7,,30,30151,NA,3,2,1,1,55,4
3062699702,1,633,7,,30,30151,NA,3,2,1,1,29,7
3062699703,1,633,7,,30,30151,NA,2,1,1,1,57,3
3062699704,1,633,7,,30,30151,NA,8,3,5,1,74,4
3062699706,1,633,7,,30,30151,NA,2,1,1,1,39,6
3062752016,1,579,7,,30,30154,NA,2,0,2,2,67,3
3062752017,1,579,2,1,30,30154,60,3,2,1,1,57,4
3062752018,1,579,2,1,30,30154,20,4,2,2,1,39,8
3062752019,1,579,2,1,30,30154,60,2,0,2,2,66,3
3062752020,1,579,2,1,30,30154,75,5,3,2,2,81,1
3062752411,1,579,1,1,30,30154,60,1,0,1,2,74,3
3062752412,1,579,1,1,30,30154,60,3,1,2,1,46,5
3062752413,1,579,2,1,30,30154,60,3,2,1,2,76,1
3062752414,1,579,2,1,30,30154,60,4,2,2,1,60,6
3062752415,1,579,1,1,30,30154,60,1,1,0,1,55,6
3062752421,1,579,2,1,30,30154,90,2,1,1,1,47,4
3062752422,1,579,2,1,30,30154,87.09,1,0,1,2,87,1
3062752423,1,579,2,1,30,30154,NA,2,1,1,1,50,6
3062752424,1,579,2,1,30,30154,NA,1,1,0,1,70,3
3062752425,1,579,2,2,30,30154,60,3,2,1,1,40,6
3062752806,1,579,2,1,30,30154,60,3,1,2,1,66,3
3062752807,1,579,7,,30,30154,NA,2,1,1,1,65,4
3062752808,1,579,7,,30,30154,NA,5,3,2,1,42,10
3062752809,1,579,2,1,30,30154,60,1,1,0,1,68,3
3062752810,1,579,5,,30,30154,NA,1,0,1,2,87,1
3062752901,1,579,2,1,30,30154,90,4,2,2,1,46,6
3062752902,1,579,2,1,30,30154,150,2,1,1,1,51,6
3062752903,1,579,7,,30,30154,NA,4,2,2,1,47,4
3062752904,1,579,7,,30,30154,NA,6,3,3,1,44,5
3062752904,2,579,7,,30,30154,NA,3,2,1,1,23,7
3062752905,1,579,7,,30,30154,NA,1,1,0,1,71,3
3063014211,1,843,2,1,30,30168,NA,6,2,4,1,58,1
3063014212,1,843,2,1,30,30168,NA,3,2,1,1,49,3
3063014214,1,843,2,1,30,30168,NA,3,1,2,2,58,3
3063014215,1,843,2,1,30,30168,NA,3,2,1,1,46,1
3063014516,1,843,2,1,30,30168,NA,4,2,2,1,22,6
3063014517,1,843,2,1,30,30168,NA,1,0,1,2,68,1
3063014518,1,843,2,1,30,30168,NA,8,5,3,1,43,1
3063014519,1,843,2,1,30,30168,NA,2,1,1,1,27,4
3063014601,1,843,1,1,30,30168,NA,3,1,2,1,34,1
3063014602,1,843,1,1,30,30168,NA,7,4,3,2,52,3
3063014603,1,843,1,1,30,30168,NA,1,1,0,1,61,6
3063014604,1,843,1,1,30,30168,NA,2,1,1,1,50,3
3063014605,1,843,1,1,30,30168,NA,3,1,2,1,25,6
3063014706,1,843,2,1,30,30168,NA,3,1,2,1,53,3
3063014707,1,843,2,1,30,30168,NA,3,1,2,2,33,4
3063014708,1,843,2,1,30,30168,NA,3,2,1,1,27,5
3063014709,1,843,5,,30,30168,NA,5,2,3,2,29,3
3063014710,1,843,2,1,30,30168,NA,7,2,5,1,34,1
3063065301,1,631,4,,30,30173,NA,5,3,2,2,33,3
3063065302,1,631,4,,30,30173,NA,5,4,1,1,62,1
3063065303,1,631,4,,30,30173,NA,7,5,2,1,60,3
3063065304,1,631,4,,30,30173,NA,1,1,0,1,43,3
3063065305,1,631,4,,30,30173,NA,3,1,2,2,73,3
3063065323,1,631,4,,30,30173,NA,3,1,2,2,37,3
3063065324,1,631,4,,30,30173,NA,3,2,1,1,38,5
3063065325,1,631,4,,30,30173,NA,4,2,2,1,37,4
3063065326,1,631,4,,30,30173,NA,1,1,0,1,38,5
3063065327,1,631,4,,30,30173,NA,2,1,1,1,60,1
3063065417,1,631,4,,30,30173,NA,5,3,2,1,41,6
3063065418,1,631,4,,30,30173,NA,2,2,0,1,53,1
3063065419,1,631,4,,30,30173,NA,1,0,1,2,49,4
3063065420,1,631,4,,30,30173,NA,2,1,1,1,82,3
3063065421,1,631,4,,30,30173,NA,5,4,1,1,29,5
3063065422,1,631,4,,30,30173,NA,2,1,1,1,29,6
3063065812,1,631,4,,30,30173,NA,6,3,3,1,59,3
3063065813,1,631,4,,30,30173,NA,2,1,1,1,74,1
3063065814,1,631,4,,30,30173,NA,6,5,1,1,51,3
3063065815,1,631,4,,30,30173,NA,3,2,1,2,45,3
3063065816,1,631,4,,30,30173,NA,2,1,1,1,65,1
3063065816,2,631,4,,30,30173,NA,4,1,3,1,27,4
3063065906,1,631,4,,30,30173,NA,3,2,1,1,58,3
3063065907,1,631,4,,30,30173,NA,5,3,2,1,40,6
3063065908,1,631,4,,30,30173,NA,2,1,1,1,68,3
3063065908,2,631,4,,30,30173,NA,4,2,2,1,26,8
3063065909,1,631,4,,30,30173,NA,4,2,2,1,46,3
3063065910,1,631,4,,30,30173,NA,5,3,2,1,53,3
3063066001,1,616,2,2,30,30173,NA,3,2,1,1,22,6
3063066002,1,616,2,2,30,30173,240,6,5,1,1,54,3
3063066003,1,616,1,2,30,30173,240,4,2,2,1,35,8
3063066005,1,616,2,2,30,30173,NA,3,1,2,1,28,6
3063066006,1,616,2,2,30,30173,240,4,2,2,1,77,3
3063066219,1,616,7,,30,30173,NA,2,1,1,1,72,3
3063066220,1,616,1,2,30,30173,240,3,1,2,1,65,3
3063066221,1,616,1,2,30,30173,210,4,2,2,2,39,4
3063066222,1,616,1,2,30,30173,240,4,2,2,1,55,3
3063066223,1,616,1,2,30,30173,240,2,1,1,1,51,4
3063066224,1,616,1,2,30,30173,210,3,2,1,2,60,1
3063066607,1,616,2,2,30,30173,240,3,2,1,1,73,3
3063066608,1,616,2,2,30,30173,240,7,4,3,1,55,3
3063066609,1,616,2,2,30,30173,240,2,1,1,2,59,4
3063066610,1,616,7,,30,30173,NA,5,3,2,1,73,3
3063066610,2,616,7,,30,30173,NA,3,2,1,1,30,3
3063066611,1,616,1,2,30,30173,240,3,2,1,2,39,4
3063066612,1,616,2,3,30,30173,240,4,2,2,2,50,6
3063066713,1,616,2,2,30,30173,240,4,1,3,2,50,1
3063066714,1,616,1,3,30,30173,240,6,4,2,2,50,6
3063066715,1,616,2,2,30,30173,120,2,1,1,2,36,3
3063066716,1,616,2,2,30,30173,240,3,1,2,2,60,3
3063066717,1,616,2,2,30,30173,240,6,4,2,2,63,3
3063066718,1,616,2,2,30,30173,240,6,2,4,1,54,3
3063074307,1,498,4,,30,30173,NA,1,1,0,1,29,3
3063074310,1,498,4,,30,30173,NA,5,3,2,1,36,4
3063074311,1,498,4,,30,30173,NA,4,2,2,2,69,1
3063074322,1,498,4,,30,30173,NA,2,0,2,2,58,4
3063074323,1,498,4,,30,30173,NA,5,2,3,1,75,1
3063074325,1,498,4,,30,30173,NA,1,1,0,1,66,3
3063074326,1,498,4,,30,30173,NA,3,2,1,2,73,3
3063074501,1,498,4,,30,30173,NA,4,2,2,1,42,6
3063074502,1,498,4,,30,30173,NA,2,1,1,1,98,4
3063074503,1,498,4,,30,30173,NA,2,1,1,1,82,1
3063074504,1,498,4,,30,30173,NA,5,4,1,1,62,3
3063074505,1,498,4,,30,30173,NA,3,1,2,1,49,1
3063074817,1,498,4,,30,30173,NA,3,1,2,2,32,6
3063074818,1,498,4,,30,30173,NA,5,2,3,2,53,1
3063074819,1,498,4,,30,30173,NA,6,4,2,1,44,1
3063074820,1,498,4,,30,30173,NA,4,2,2,1,31,3
3063074912,1,498,4,,30,30173,NA,5,1,4,2,59,1
3063074914,1,498,4,,30,30173,NA,1,1,0,1,81,1
3063074915,1,498,4,,30,30173,NA,3,1,2,1,52,6
3063074916,1,498,4,,30,30173,NA,4,2,2,1,48,3
3063165007,1,628,7,,30,30175,NA,2,1,1,2,61,4
3063165008,1,628,7,,30,30175,NA,3,0,3,2,31,8
3063165009,1,628,6,,30,30175,780,2,1,1,2,37,8
3063165010,1,628,6,,30,30175,NA,3,2,1,1,71,3
3063165011,1,628,6,,30,30175,900,3,2,1,1,49,3
3063165012,1,628,7,,30,30175,NA,4,2,2,2,50,6
3063165012,2,628,7,,30,30175,NA,4,2,2,1,25,8
3063165401,1,628,7,,30,30175,NA,2,1,1,2,70,4
3063165402,1,628,7,,30,30175,NA,5,3,2,2,38,6
3063165404,1,628,7,,30,30175,NA,5,3,2,1,43,8
3063165405,1,628,7,,30,30175,NA,1,0,1,2,80,1
3063165406,1,628,7,,30,30175,NA,7,5,2,2,51,1
3063165613,1,628,6,,30,30175,300,3,1,2,2,40,8
3063165614,1,628,7,,30,30175,NA,4,1,3,2,59,3
3063165615,1,628,7,,30,30175,NA,2,1,1,1,35,8
3063165616,1,628,2,1,30,30175,NA,1,1,0,1,71,1
3063165617,1,628,7,,30,30175,NA,3,1,2,1,66,4
3063165618,1,628,7,,30,30175,NA,5,2,3,1,47,5
3063165719,1,628,7,,30,30175,NA,5,4,1,2,33,4
3063165720,1,628,7,,30,30175,NA,6,2,4,1,50,10
3063165722,1,628,7,,30,30175,NA,4,2,2,1,45,7
3063165723,1,628,7,,30,30175,NA,3,2,1,1,52,8
3063165724,1,628,7,,30,30175,NA,2,1,1,2,84,1
3063180201,1,670,7,,30,30175,NA,5,3,2,2,36,6
3063180202,1,670,7,,30,30175,NA,4,1,3,1,49,8
3063180203,1,670,7,,30,30175,NA,3,1,2,1,31,8
3063180204,1,670,7,,30,30175,NA,4,1,3,1,29,8
3063180205,1,670,7,,30,30175,NA,1,1,0,1,38,3
3063180222,1,670,7,,30,30175,NA,2,1,1,1,73,3
3063180223,1,670,7,,30,30175,NA,5,3,2,1,39,4
3063180224,1,670,6,,30,30175,NA,3,2,1,1,25,6
3063180225,1,670,7,,30,30175,NA,4,1,3,2,25,6
3063180226,1,670,7,,30,30175,NA,3,1,2,2,35,6
3063180311,1,670,7,,30,30175,NA,7,2,5,2,59,3
3063180312,1,670,1,1,30,30175,NA,3,1,2,1,77,4
3063180313,1,670,7,,30,30175,NA,3,2,1,1,44,6
3063180314,1,670,7,,30,30175,NA,4,2,2,1,37,4
3063180315,1,670,7,,30,30175,NA,5,3,2,1,40,6
3063180506,1,670,7,,30,30175,NA,4,1,3,1,41,4
3063180507,1,670,7,,30,30175,NA,3,1,2,2,56,6
3063180508,1,670,6,,30,30175,900,5,2,3,1,52,6
3063180509,1,670,6,,30,30175,900,5,2,3,1,50,4
3063180510,1,670,6,,30,30175,900,2,1,1,1,88,3
3063180916,1,670,6,,30,30175,1200,2,1,1,1,63,1
3063180917,1,670,6,,30,30175,3600,5,3,2,1,74,3
3063180918,1,670,7,,30,30175,NA,5,2,3,1,61,3
3063180919,1,670,7,,30,30175,NA,4,2,2,1,38,10
3063180920,1,670,7,,30,30175,300,3,1,2,1,45,8
3063200012,1,830,1,4,30,30175,150,5,3,2,1,48,6
3063200013,1,830,1,4,30,30175,600,2,1,1,2,77,3
3063200014,1,830,1,4,30,30175,1200,5,3,2,1,33,4
3063200015,1,830,1,4,30,30175,150,5,3,2,2,61,6
3063200016,1,830,1,4,30,30175,NA,4,2,2,1,32,4
3063200406,1,830,6,,30,30175,540,2,1,1,1,66,3
3063200407,1,830,6,,30,30175,540,2,1,1,2,76,3
3063200408,1,830,6,,30,30175,540,3,1,2,1,67,6
3063200411,1,830,6,,30,30175,240,1,0,1,2,51,1
3063200617,1,830,6,,30,30175,NA,2,1,1,1,79,1
3063200619,1,830,2,1,30,30175,NA,4,2,2,1,53,3
3063200620,1,830,1,1,30,30175,NA,2,0,2,2,87,1
3063200801,1,830,7,,30,30175,2400,7,2,5,1,45,6
3063200802,1,830,7,,30,30175,840,4,2,2,1,47,4
3063200803,1,830,7,,30,30175,NA,2,1,1,1,83,4
3063200804,1,830,7,,30,30175,NA,4,3,1,1,53,4
3063200805,1,830,7,,30,30175,NA,3,1,2,1,76,1
3063210206,1,639,7,,30,30177,NA,5,2,3,1,49,6
3063210207,1,639,7,,30,30177,NA,4,2,2,1,52,9
3063210208,1,639,7,,30,30177,NA,2,1,1,2,46,6
3063210209,1,639,7,,30,30177,NA,6,2,4,1,38,1
3063210210,1,639,7,,30,30177,NA,4,1,3,1,27,10
3063210223,1,639,7,,30,30177,75,9,4,5,1,60,3
3063210224,1,639,2,2,30,30177,62.5,4,2,2,1,48,4
3063210225,1,639,2,2,30,30177,50,5,4,1,1,29,7
3063210226,1,639,2,1,30,30177,NA,4,2,2,1,66,1
3063210317,1,639,2,1,30,30177,NA,6,1,5,1,40,4
3063210318,1,639,2,1,30,30177,NA,5,4,1,1,53,4
3063210319,1,639,2,1,30,30177,NA,7,3,4,1,50,4
3063210320,1,639,2,1,30,30177,NA,7,5,2,1,44,4
3063210321,1,639,5,,30,30177,NA,6,2,4,1,35,5
3063210322,1,639,1,3,30,30177,NA,6,4,2,1,36,6
3063210511,1,639,1,1,30,30177,NA,4,1,3,1,29,8
3063210512,1,639,2,1,30,30177,NA,4,2,2,1,66,4
3063210513,1,639,1,1,30,30177,NA,3,1,2,2,41,4
3063210514,1,639,2,1,30,30177,NA,5,0,5,2,78,1
3063210515,1,639,2,1,30,30177,NA,3,1,2,1,67,3
3063210701,1,639,1,1,30,30177,NA,5,4,1,1,32,4
3063210703,1,639,2,2,30,30177,NA,6,2,4,1,30,4
3063210704,1,639,2,1,30,30177,NA,3,1,2,1,26,4
3063210705,1,639,2,1,30,30177,NA,9,2,7,1,35,6
3063218017,1,675,7,,30,30178,NA,1,1,0,1,41,1
3063218018,1,675,7,,30,30178,NA,4,2,2,1,84,1
3063218019,1,675,7,,30,30178,NA,1,1,0,1,44,4
3063218020,1,675,7,,30,30178,NA,3,2,1,1,75,3
3063218411,1,675,7,,30,30178,NA,2,1,1,1,63,1
3063218412,1,675,7,,30,30178,NA,8,6,2,1,59,3
3063218413,1,675,7,,30,30178,NA,2,1,1,1,35,1
3063218414,1,675,7,,30,30178,NA,5,2,3,1,26,4
3063218421,1,675,7,,30,30178,NA,5,2,3,1,44,6
3063218424,1,675,7,,30,30178,NA,1,0,1,2,36,8
3063218425,1,675,7,,30,30178,NA,1,1,0,1,53,1
3063218806,1,675,2,1,30,30178,420,1,0,1,2,53,3
3063218807,1,675,1,1,30,30178,NA,5,3,2,2,24,6
3063218808,1,675,1,1,30,30178,337.5,1,1,0,1,26,7
3063218809,1,675,1,1,30,30178,420,4,2,2,1,47,4
3063218810,1,675,1,1,30,30178,390,9,5,4,1,67,3
3063218901,1,675,7,,30,30178,NA,2,1,1,1,22,7
3063218902,1,675,7,,30,30178,NA,3,0,3,2,35,6
3063218903,1,675,7,,30,30178,NA,2,1,1,1,76,1
3063218904,1,675,7,,30,30178,NA,2,1,1,1,41,6
3063218905,1,675,7,,30,30178,NA,1,0,1,2,50,1
3063239211,1,620,7,,30,30181,NA,7,5,2,1,67,3
3063239212,1,620,7,,30,30181,NA,3,1,2,1,81,3
3063239213,1,620,7,,30,30181,NA,2,1,1,2,78,1
3063239215,1,620,7,,30,30181,NA,2,1,1,2,55,3
3063239216,1,620,7,,30,30181,NA,3,2,1,1,78,3
3063239222,1,620,7,,30,30181,NA,7,3,4,1,70,3
3063239223,1,620,7,,30,30181,NA,9,4,5,1,74,1
3063239224,1,620,7,,30,30181,NA,6,3,3,1,60,3
3063239225,1,620,7,,30,30181,NA,2,1,1,1,29,8
3063239226,1,620,7,,30,30181,NA,3,2,1,1,59,4
3063239227,1,620,7,,30,30181,NA,6,2,4,1,47,4
3063239517,1,620,1,1,30,30181,NA,3,1,2,1,47,4
3063239518,1,620,2,1,30,30181,NA,7,2,5,1,40,3
3063239520,1,620,1,1,30,30181,NA,5,3,2,2,64,3
3063239521,1,620,2,1,30,30181,NA,2,1,1,1,85,3
3063239601,1,620,1,1,30,30181,NA,4,3,1,1,54,3
3063239602,1,620,7,,30,30181,NA,2,1,1,1,75,3
3063239603,1,620,1,1,30,30181,NA,1,1,0,1,53,1
3063239604,1,620,1,1,30,30181,NA,1,0,1,2,58,4
3063239605,1,620,7,,30,30181,NA,3,2,1,1,60,10
3063239706,1,620,7,,30,30181,NA,3,2,1,1,28,6
3063239707,1,620,7,,30,30181,NA,2,1,1,1,68,3
3063239708,1,620,7,,30,30181,NA,4,2,2,1,33,6
3063239709,1,620,7,,30,30181,NA,4,1,3,2,57,1
3063239710,1,620,7,,30,30181,NA,5,1,4,1,42,4
3063324303,1,802,2,3,30,30189,315,2,1,1,1,37,6
3063324304,1,802,2,3,30,30189,300,4,2,2,2,35,6
3063324321,1,802,7,,30,30189,NA,5,2,3,1,43,6
3063324322,1,802,7,,30,30189,NA,4,2,2,2,31,4
3063324323,1,802,7,,30,30189,NA,4,1,3,2,29,6
3063324324,1,802,7,,30,30189,NA,4,2,2,1,66,1
3063324325,1,802,7,,30,30189,NA,6,2,4,1,58,4
3063324416,1,802,7,,30,30189,NA,4,2,2,1,40,6
3063324417,1,802,7,,30,30189,NA,5,4,1,1,58,4
3063324418,1,802,2,3,30,30189,105,3,1,2,2,43,4
3063324419,1,802,2,3,30,30189,105,2,0,2,2,22,6
3063324420,1,802,2,3,30,30189,105,5,3,2,2,26,6
3063324811,1,802,3,,30,30189,315,5,3,2,2,74,3
3063324812,1,802,1,3,30,30189,360,4,1,3,1,36,6
3063324813,1,802,2,5,30,30189,315,4,2,2,1,62,4
3063324814,1,802,7,,30,30189,NA,1,1,0,1,51,7
3063324905,1,802,6,,30,30189,600,2,1,1,1,57,8
3063324906,1,802,1,3,30,30189,315,4,1,3,1,50,3
3063324907,1,802,1,3,30,30189,315,4,3,1,1,28,4
3063324909,1,802,1,3,30,30189,315,5,3,2,1,31,6
3063324910,1,802,1,2,30,30189,315,5,3,2,1,32,6
3063379019,1,795,1,1,30,30193,NA,3,2,1,2,31,6
3063379020,1,795,1,1,30,30193,NA,2,0,2,2,57,6
3063379022,1,795,1,1,30,30193,750,2,1,1,1,31,9
3063379023,1,795,1,1,30,30193,NA,3,2,1,1,22,7
3063379024,1,795,1,1,30,30193,NA,6,5,1,1,34,6
3063379413,1,795,1,1,30,30193,NA,4,2,2,1,27,7
3063379415,1,795,1,1,30,30193,NA,5,1,4,1,33,6
3063379416,1,795,1,1,30,30193,NA,3,2,1,1,23,4
3063379417,1,795,1,1,30,30193,NA,2,1,1,2,60,4
3063379418,1,795,1,1,30,30193,NA,5,2,3,1,49,6
3063379807,1,795,1,1,30,30193,NA,1,1,0,1,77,1
3063379809,1,795,1,1,30,30193,NA,2,1,1,1,66,3
3063379810,1,795,1,1,30,30193,NA,2,1,1,1,44,10
3063379811,1,795,1,1,30,30193,NA,2,1,1,2,52,3
3063379812,1,795,1,1,30,30193,NA,6,3,3,1,38,4
3063379901,1,795,1,1,30,30193,NA,5,4,1,1,38,6
3063379902,1,795,1,1,30,30193,201,2,1,1,1,48,6
3063379903,1,795,1,1,30,30193,NA,2,1,1,2,19,7
3063379904,1,795,1,1,30,30193,NA,1,1,0,1,27,3
3063379905,1,795,1,1,30,30193,NA,4,3,1,1,39,6
