"folioviv","entidad","gasto_agua_tot","tot_integ"
1161346321,"Guanajuato",400,7
1161346322,"Guanajuato",200,2
1161346512,"Guanajuato",600,5
1161346513,"Guanajuato",600,5
1161346514,"Guanajuato",600,3
1161346515,"Guanajuato",600,4
1161346516,"Guanajuato",600,4
1161346516,"Guanajuato",600,3
1161346517,"Guanajuato",600,4
1161346701,"Guanajuato",145,4
1161346702,"Guanajuato",175,3
1161346703,"Guanajuato",125,5
1161346704,"Guanajuato",2160,5
1161346705,"Guanajuato",170,3
1161394307,"Guanajuato",240,4
1161394309,"Guanajuato",240,11
1161394310,"Guanajuato",240,3
1161394311,"Guanajuato",240,4
1161394312,"Guanajuato",480,6
1161394312,"Guanajuato",240,3
1161394501,"Guanajuato",240,8
1161394502,"Guanajuato",240,4
1161394503,"Guanajuato",240,3
1161394504,"Guanajuato",600,14
1161394505,"Guanajuato",240,4
1161394506,"Guanajuato",240,3
1161394819,"Guanajuato",240,4
1161394820,"Guanajuato",240,5
1161394821,"Guanajuato",240,5
1161394822,"Guanajuato",480,6
1161394824,"Guanajuato",240,4
1161394913,"Guanajuato",120,2
1161394914,"Guanajuato",240,4
1161394915,"Guanajuato",240,7
1161394916,"Guanajuato",240,3
1161394917,"Guanajuato",240,6
1161394917,"Guanajuato",240,3
1161394918,"Guanajuato",240,5
1161412006,"Guanajuato",720,5
1161412007,"Guanajuato",450,2
1161412008,"Guanajuato",300,5
1161412009,"Guanajuato",390,5
1161412401,"Guanajuato",360,7
1161412402,"Guanajuato",186,4
1161412403,"Guanajuato",480,5
1161412404,"Guanajuato",300,4
1161412405,"Guanajuato",450,4
1161412421,"Guanajuato",75,1
1161412422,"Guanajuato",396,1
1161412423,"Guanajuato",150,6
1161412426,"Guanajuato",300,7
1161412610,"Guanajuato",150,4
1161412611,"Guanajuato",300,1
1161412612,"Guanajuato",510,4
1161412613,"Guanajuato",300,3
1161412614,"Guanajuato",300,5
1161412615,"Guanajuato","NA",3
1161412716,"Guanajuato",210,2
1161412717,"Guanajuato",420,4
1161412718,"Guanajuato",900,4
1161412719,"Guanajuato",600,6
1161412720,"Guanajuato",330,4
1161477201,"Guanajuato",250,3
1161477202,"Guanajuato",350,3
1161477203,"Guanajuato",250,4
1161477204,"Guanajuato",250,3
1161477205,"Guanajuato",250,4
1161477311,"Guanajuato",275,9
1161477312,"Guanajuato",275,4
1161477313,"Guanajuato",300,7
1161477314,"Guanajuato",270,2
1161477315,"Guanajuato",250,6
1161477506,"Guanajuato",250,2
1161477507,"Guanajuato",250,5
1161477508,"Guanajuato",1451.61,1
1161477509,"Guanajuato",250,4
1161477510,"Guanajuato","NA",1
1161477916,"Guanajuato",300,9
1161477917,"Guanajuato",300,6
1161477918,"Guanajuato",365,5
1161477919,"Guanajuato",300,2
1161477920,"Guanajuato",300,6
1161477921,"Guanajuato",300,5
1161500015,"Guanajuato",240,4
1161500016,"Guanajuato",1741.93,2
1161500017,"Guanajuato",150,1
1161500018,"Guanajuato",330,5
1161500019,"Guanajuato",312,9
1161500411,"Guanajuato",150,4
1161500412,"Guanajuato",450,6
1161500413,"Guanajuato",150,4
1161500414,"Guanajuato",150,3
1161500420,"Guanajuato",210,5
1161500421,"Guanajuato",300,5
1161500422,"Guanajuato",150,4
1161500423,"Guanajuato",360,5
1161500806,"Guanajuato",600,5
1161500807,"Guanajuato",294,4
1161500808,"Guanajuato",240,4
1161500809,"Guanajuato",213,5
1161500810,"Guanajuato",150,3
1161500901,"Guanajuato",120,5
1161500902,"Guanajuato",84,3
1161500903,"Guanajuato",240,8
1161500904,"Guanajuato",234,6
1161500905,"Guanajuato",150,7
1161521013,"Guanajuato",300,2
1161521014,"Guanajuato",450,16
1161521016,"Guanajuato",450,4
1161521017,"Guanajuato","NA",1
1161521018,"Guanajuato",1179,3
1161521407,"Guanajuato","NA",5
1161521408,"Guanajuato",600,8
1161521409,"Guanajuato",501,2
1161521410,"Guanajuato",360,9
1161521411,"Guanajuato",360,6
1161521412,"Guanajuato",474,6
1161521619,"Guanajuato","NA",4
1161521620,"Guanajuato",531,7
1161521621,"Guanajuato","NA",2
1161521623,"Guanajuato","NA",5
1161521624,"Guanajuato","NA",5
1161521801,"Guanajuato","NA",7
1161521802,"Guanajuato",315,9
1161521803,"Guanajuato",360,6
1161521804,"Guanajuato",360,3
1161521805,"Guanajuato",540,4
1161521806,"Guanajuato","NA",6
1161550211,"Guanajuato","NA",1
1161550212,"Guanajuato",300,5
1161550213,"Guanajuato",300,2
1161550214,"Guanajuato",309,4
1161550215,"Guanajuato",309,3
1161550216,"Guanajuato",300,6
1161550222,"Guanajuato","NA",4
1161550223,"Guanajuato",309,6
1161550224,"Guanajuato","NA",5
1161550225,"Guanajuato",300,8
1161550517,"Guanajuato","NA",5
1161550518,"Guanajuato",309,2
1161550519,"Guanajuato",300,8
1161550520,"Guanajuato",300,5
1161550521,"Guanajuato",300,7
1161550601,"Guanajuato",120,1
1161550602,"Guanajuato",210,3
1161550603,"Guanajuato",300,4
1161550604,"Guanajuato",165,2
1161550705,"Guanajuato",210,10
1161550706,"Guanajuato",171,4
1161550707,"Guanajuato",210,3
1161550708,"Guanajuato",510,10
1161550709,"Guanajuato",300,4
1161550710,"Guanajuato",450,4
1161556206,"Guanajuato",300,2
1161556207,"Guanajuato",300,4
1161556208,"Guanajuato",300,5
1161556209,"Guanajuato",300,6
1161556210,"Guanajuato",300,2
1161556221,"Guanajuato",900,10
1161556222,"Guanajuato",300,4
1161556223,"Guanajuato",300,9
1161556224,"Guanajuato",300,6
1161556225,"Guanajuato",300,4
1161556316,"Guanajuato",300,5
1161556317,"Guanajuato",600,6
1161556318,"Guanajuato",240,2
1161556319,"Guanajuato",210,8
1161556320,"Guanajuato",300,5
1161556511,"Guanajuato",300,4
1161556512,"Guanajuato",300,2
1161556513,"Guanajuato",300,2
1161556514,"Guanajuato",300,2
1161556515,"Guanajuato",300,3
1161556701,"Guanajuato",300,6
1161556702,"Guanajuato",300,6
1161556703,"Guanajuato",300,2
1161556704,"Guanajuato",300,2
1161556705,"Guanajuato",300,4
1161589017,"Guanajuato",240,3
1161589018,"Guanajuato",240,7
1161589019,"Guanajuato",240,4
1161589020,"Guanajuato",240,4
1161589021,"Guanajuato",240,6
1161589411,"Guanajuato",330,4
1161589412,"Guanajuato",360,6
1161589413,"Guanajuato",360,5
1161589414,"Guanajuato",360,6
1161589415,"Guanajuato",180,4
1161589422,"Guanajuato",240,8
1161589423,"Guanajuato",240,6
1161589424,"Guanajuato",240,3
1161589425,"Guanajuato",240,10
1161589426,"Guanajuato",240,5
1161589806,"Guanajuato",414,2
1161589807,"Guanajuato",360,4
1161589808,"Guanajuato",1800,9
1161589809,"Guanajuato",450,5
1161589810,"Guanajuato",360,4
1161589901,"Guanajuato",360,2
1161589902,"Guanajuato",360,7
1161589903,"Guanajuato",360,8
1161589904,"Guanajuato",330,5
1161589904,"Guanajuato",330,3
1161589905,"Guanajuato",330,4
1161607301,"Guanajuato",100,8
1161607302,"Guanajuato","NA",7
1161607303,"Guanajuato","NA",7
1161607304,"Guanajuato","NA",3
1161607305,"Guanajuato","NA",3
1161607417,"Guanajuato",100,5
1161607418,"Guanajuato",100,6
1161607419,"Guanajuato",112.5,3
1161607420,"Guanajuato",200,3
1161607421,"Guanajuato",100,3
1161607812,"Guanajuato",75,3
1161607813,"Guanajuato",25,7
1161607814,"Guanajuato",12.5,5
1161607815,"Guanajuato","NA",1
1161607816,"Guanajuato",37.5,5
1161607906,"Guanajuato",1200,5
1161607907,"Guanajuato",75,4
1161607908,"Guanajuato",150,3
1161607909,"Guanajuato",1200,5
1161607910,"Guanajuato",210,3
1161607911,"Guanajuato",1200,9
1161696001,"Guanajuato",450,2
1161696002,"Guanajuato",390,5
1161696003,"Guanajuato",480,5
1161696004,"Guanajuato",330,3
1161696005,"Guanajuato",270,3
1161696006,"Guanajuato",900,5
1161696219,"Guanajuato",318,4
1161696220,"Guanajuato",300,5
1161696221,"Guanajuato",1050,5
1161696222,"Guanajuato",318,3
1161696224,"Guanajuato",570,5
1161696607,"Guanajuato",510,2
1161696609,"Guanajuato",240,2
1161696610,"Guanajuato",312,3
1161696611,"Guanajuato",660,5
1161696612,"Guanajuato",300,5
1161696713,"Guanajuato",450,4
1161696714,"Guanajuato",318,6
1161696715,"Guanajuato",492,4
1161696716,"Guanajuato",150,5
1161696718,"Guanajuato",240,2
1161699307,"Guanajuato",200,1
1161699308,"Guanajuato",200,5
1161699309,"Guanajuato",200,1
1161699310,"Guanajuato",200,10
1161699311,"Guanajuato",360,1
1161699312,"Guanajuato",200,2
1161699501,"Guanajuato",200,2
1161699503,"Guanajuato",250,3
1161699504,"Guanajuato",290.32,1
1161699505,"Guanajuato",3000,2
1161699506,"Guanajuato",250,2
1161699819,"Guanajuato",150,1
1161699820,"Guanajuato",250,2
1161699821,"Guanajuato",2400,2
1161699822,"Guanajuato",3000,5
1161699824,"Guanajuato",250,2
1161699913,"Guanajuato",175,1
1161699914,"Guanajuato",200,1
1161699916,"Guanajuato",250,3
1161699917,"Guanajuato",250,1
1161701211,"Guanajuato",225,3
1161701212,"Guanajuato",225,3
1161701213,"Guanajuato",225,3
1161701214,"Guanajuato",225,4
1161701215,"Guanajuato",225,4
1161701221,"Guanajuato",210,4
1161701222,"Guanajuato",210,3
1161701223,"Guanajuato",225,2
1161701224,"Guanajuato",225,2
1161701225,"Guanajuato",225,2
1161701226,"Guanajuato",210,3
1161701516,"Guanajuato",225,4
1161701517,"Guanajuato",225,2
1161701518,"Guanajuato",225,2
1161701519,"Guanajuato",225,4
1161701520,"Guanajuato",225,6
1161701602,"Guanajuato",225,1
1161701603,"Guanajuato",255,2
1161701604,"Guanajuato",222,4
1161701605,"Guanajuato",210,3
1161701706,"Guanajuato",225,4
1161701707,"Guanajuato",210,2
1161701708,"Guanajuato",234,6
1161701709,"Guanajuato",234,2
1161701710,"Guanajuato",135,5
1161773301,"Guanajuato",300,3
1161773303,"Guanajuato",300,3
1161773304,"Guanajuato",300,7
1161773305,"Guanajuato","NA",3
1161773419,"Guanajuato","NA",1
1161773420,"Guanajuato",300,5
1161773421,"Guanajuato",300,2
1161773423,"Guanajuato",300,3
1161773424,"Guanajuato",300,5
1161773813,"Guanajuato",450,2
1161773814,"Guanajuato",450,6
1161773815,"Guanajuato",150,2
1161773816,"Guanajuato",300,3
1161773817,"Guanajuato",300,4
1161773818,"Guanajuato",450,7
1161773907,"Guanajuato",300,2
1161773908,"Guanajuato",300,3
1161773909,"Guanajuato",300,3
1161773910,"Guanajuato",300,8
1161773911,"Guanajuato",300,4
1161773912,"Guanajuato",300,4
1161845007,"Guanajuato",360,5
1161845008,"Guanajuato",450,2
1161845009,"Guanajuato",750,8
1161845010,"Guanajuato",378,3
1161845011,"Guanajuato",600,1
1161845401,"Guanajuato",300,3
1161845402,"Guanajuato",390,4
1161845404,"Guanajuato",360,4
1161845405,"Guanajuato",474,5
1161845406,"Guanajuato",600,4
1161845613,"Guanajuato",348,3
1161845614,"Guanajuato","NA",5
1161845615,"Guanajuato",900,7
1161845616,"Guanajuato",450,4
1161845617,"Guanajuato",300,4
1161845618,"Guanajuato",360,2
1161845719,"Guanajuato",390,3
1161845720,"Guanajuato",300,1
1161845721,"Guanajuato",1140,4
1161845722,"Guanajuato",309,4
1161845724,"Guanajuato",390,3
1200137904,"Guerrero",300,3
1200137906,"Guerrero",255,3
1200148601,"Guerrero",240,3
1200148602,"Guerrero",585,3
1200148604,"Guerrero","NA",1
1200148605,"Guerrero",351,1
1200231801,"Guerrero",300,3
1200231803,"Guerrero",240,2
1200231804,"Guerrero","NA",3
1200231805,"Guerrero","NA",1
1200231806,"Guerrero","NA",9
1200282401,"Guerrero",330,5
1200282402,"Guerrero",600,4
1200282404,"Guerrero",600,5
1200282405,"Guerrero",300,2
1200282406,"Guerrero",390,4
1200295002,"Guerrero","NA",5
1200295004,"Guerrero","NA",4
1200295005,"Guerrero",207,2
1200295006,"Guerrero",300,5
1200297701,"Guerrero","NA",5
1200297702,"Guerrero",240,4
1200310201,"Guerrero","NA",6
1200310202,"Guerrero","NA",4
1200310204,"Guerrero","NA",4
1200310205,"Guerrero","NA",4
1200310206,"Guerrero","NA",4
1200316501,"Guerrero","NA",4
1200316502,"Guerrero","NA",2
1200316503,"Guerrero","NA",6
1200316504,"Guerrero","NA",3
1200316505,"Guerrero","NA",1
1200316506,"Guerrero","NA",2
1200375601,"Guerrero","NA",2
1200375602,"Guerrero",1800,2
1200375603,"Guerrero","NA",4
1200375606,"Guerrero",123,1
1200417702,"Guerrero",606,4
1200417704,"Guerrero",360,5
1200427201,"Guerrero",300,1
1200427203,"Guerrero",207,4
1200427205,"Guerrero",288,3
1200427206,"Guerrero","NA",4
1200476501,"Guerrero",250,1
1200476502,"Guerrero",168,2
1200476504,"Guerrero",474,4
1200494302,"Guerrero",450,4
1200494303,"Guerrero","NA",3
1200494305,"Guerrero","NA",1
1200494306,"Guerrero","NA",3
1200520901,"Guerrero","NA",3
1200520902,"Guerrero","NA",3
1200520903,"Guerrero","NA",3
1200520904,"Guerrero","NA",3
1200520905,"Guerrero","NA",4
1200523801,"Guerrero",480,3
1200523802,"Guerrero",180,3
1200523805,"Guerrero",600,3
1200523806,"Guerrero",600,12
1200523806,"Guerrero",150,4
1200576402,"Guerrero",240,5
1200576404,"Guerrero",201,1
1200576405,"Guerrero","NA",3
1200576406,"Guerrero",510,5
1200585001,"Guerrero","NA",5
1200585003,"Guerrero",240,4
1200585004,"Guerrero","NA",5
1200585006,"Guerrero","NA",7
1200592601,"Guerrero",300,2
1200592602,"Guerrero","NA",5
1200592603,"Guerrero",264,2
1200592604,"Guerrero",300,1
1200592605,"Guerrero","NA",1
1200597702,"Guerrero",225,5
1200597705,"Guerrero","NA",4
1200597706,"Guerrero","NA",3
1200641202,"Guerrero",90,2
1200641204,"Guerrero",500,1
1200641205,"Guerrero",720,3
1200656201,"Guerrero",300,3
1200656202,"Guerrero",300,4
1200656204,"Guerrero",285,3
1200686502,"Guerrero",210,1
1200686503,"Guerrero",210,1
1200686504,"Guerrero",180,6
1200686505,"Guerrero",360,3
1200702501,"Guerrero",360,3
1200702502,"Guerrero",375,1
1200702506,"Guerrero","NA",1
1200828302,"Guerrero",90,1
1200828303,"Guerrero",240,3
1200828305,"Guerrero",630,2
1200870301,"Guerrero",1722.5,2
1200870305,"Guerrero",2370,2
1200872901,"Guerrero","NA",5
1200872902,"Guerrero","NA",4
1200872903,"Guerrero","NA",3
1200872905,"Guerrero","NA",2
1200872906,"Guerrero","NA",5
1200910801,"Guerrero",255,2
1200910802,"Guerrero",105,3
1200910803,"Guerrero","NA",5
1200910804,"Guerrero","NA",1
1200910805,"Guerrero","NA",2
1200910806,"Guerrero","NA",2
1200919401,"Guerrero","NA",4
1200919402,"Guerrero","NA",2
1200919405,"Guerrero","NA",7
1200919406,"Guerrero",312.5,7
1200928002,"Guerrero",300,4
1200928003,"Guerrero",120,1
1200928004,"Guerrero","NA",1
1200928005,"Guerrero",290.32,5
1200928006,"Guerrero","NA",3
1200956601,"Guerrero",534,2
1200956604,"Guerrero",212.5,9
1200956605,"Guerrero",210,4
1200958301,"Guerrero",120,5
1200958302,"Guerrero",150,4
1200958303,"Guerrero","NA",1
1200958304,"Guerrero",120,5
1200958305,"Guerrero",180,4
1200961701,"Guerrero","NA",3
1200961705,"Guerrero","NA",1
1200970201,"Guerrero",272.72,3
1200970202,"Guerrero",291.66,7
1200970203,"Guerrero",600,6
1200970204,"Guerrero","NA",3
1200997502,"Guerrero",450,3
1200997503,"Guerrero",70,3
1200997504,"Guerrero","NA",1
1201048901,"Guerrero",180,3
1201048902,"Guerrero",705,4
1201048903,"Guerrero",450,3
1201048904,"Guerrero",2400,3
1201048905,"Guerrero","NA",2
1201049301,"Guerrero",300,2
1201049302,"Guerrero",300,1
1201049303,"Guerrero",390,5
1201049304,"Guerrero","NA",2
1201049306,"Guerrero",450,7
1201052901,"Guerrero",216,1
1201052903,"Guerrero",300,6
1201052904,"Guerrero",300,2
1201052905,"Guerrero",480,2
1201081801,"Guerrero",456,4
1201081804,"Guerrero",750,4
1201081806,"Guerrero","NA",3
1201109401,"Guerrero",145.16,1
1201109403,"Guerrero",120,1
1201109404,"Guerrero",294,6
1201109406,"Guerrero","NA",1
1201141901,"Guerrero",240,3
1201141902,"Guerrero","NA",5
1201141903,"Guerrero",150,1
1201141905,"Guerrero","NA",4
1201141906,"Guerrero","NA",3
1201145001,"Guerrero",150,3
1201145002,"Guerrero",330,2
1201145004,"Guerrero","NA",4
1201145005,"Guerrero",234,6
1201145006,"Guerrero",240,6
1201153604,"Guerrero",240,1
1201154701,"Guerrero",360,2
1201154702,"Guerrero",150,2
1201154705,"Guerrero","NA",5
1201154706,"Guerrero","NA",4
1201158201,"Guerrero","NA",4
1201158202,"Guerrero","NA",1
1201158203,"Guerrero","NA",2
1201158206,"Guerrero",150,5
1201211501,"Guerrero","NA",1
1201211502,"Guerrero","NA",4
1201211503,"Guerrero","NA",7
1201211504,"Guerrero","NA",1
1201211506,"Guerrero","NA",1
1201240801,"Guerrero","NA",1
1201240802,"Guerrero","NA",2
1201240803,"Guerrero","NA",3
1201240805,"Guerrero","NA",5
1201240806,"Guerrero","NA",7
1201250301,"Guerrero",2400,4
1201250302,"Guerrero","NA",4
1201250303,"Guerrero","NA",1
1201250305,"Guerrero","NA",4
1201250306,"Guerrero","NA",5
1201253401,"Guerrero",300,6
1201253402,"Guerrero","NA",6
1201253403,"Guerrero",450,10
1201253404,"Guerrero",210,2
1201253405,"Guerrero","NA",2
1201253406,"Guerrero","NA",4
1201273801,"Guerrero",24.5,2
1201273802,"Guerrero",330,4
1201273803,"Guerrero",192,6
1201273804,"Guerrero",330,3
1201273805,"Guerrero",330,2
1201273806,"Guerrero",330,2
1201320902,"Guerrero","NA",4
1201320904,"Guerrero","NA",1
1201320905,"Guerrero","NA",3
1201320906,"Guerrero","NA",3
1201334802,"Guerrero","NA",1
1201334803,"Guerrero",250,2
1201334804,"Guerrero","NA",3
1201334805,"Guerrero","NA",2
1201334806,"Guerrero","NA",1
1201401401,"Guerrero",390,3
1201401402,"Guerrero",240,5
1201401403,"Guerrero",7500,3
1201401404,"Guerrero",480,5
1201401405,"Guerrero",360,3
1201420001,"Guerrero",450,4
1201420003,"Guerrero",600,3
1201420004,"Guerrero",240,5
1201421601,"Guerrero",939,3
1201421602,"Guerrero",900,4
1201421604,"Guerrero",330,4
1201421605,"Guerrero",150,2
1201424703,"Guerrero","NA",2
1201424705,"Guerrero","NA",3
1201443203,"Guerrero",300,4
1201443204,"Guerrero","NA",1
1201443205,"Guerrero",240,4
1201443206,"Guerrero",600,4
1201457001,"Guerrero","NA",7
1201457002,"Guerrero","NA",5
1201457004,"Guerrero","NA",3
1201457005,"Guerrero","NA",4
1201457006,"Guerrero","NA",5
1201481601,"Guerrero",150,4
1201481602,"Guerrero","NA",2
1201481603,"Guerrero","NA",2
1201481604,"Guerrero","NA",7
1201481605,"Guerrero",900,5
1201481606,"Guerrero","NA",3
1201482401,"Guerrero","NA",3
1201482402,"Guerrero","NA",2
1201482403,"Guerrero",300,4
1201482404,"Guerrero",240,4
1201482405,"Guerrero",276,2
1201491001,"Guerrero",294,4
1201491003,"Guerrero",210,5
1201491004,"Guerrero","NA",3
1201491005,"Guerrero","NA",5
1201492501,"Guerrero",600,2
1201492503,"Guerrero",150,5
1201492504,"Guerrero","NA",7
1201492505,"Guerrero","NA",1
1201492506,"Guerrero","NA",5
1201494601,"Guerrero","NA",5
1201494603,"Guerrero",600,5
1201524703,"Guerrero",130.25,2
1201524704,"Guerrero",180,2
1201524705,"Guerrero","NA",1
1201557202,"Guerrero",240,2
1201557203,"Guerrero",324,5
1201557204,"Guerrero",210,6
1201557205,"Guerrero","NA",4
1201557206,"Guerrero",210,4
1201617502,"Guerrero",600,3
1201617503,"Guerrero",750,4
1201617504,"Guerrero",300,3
1201617505,"Guerrero",300,3
1201617506,"Guerrero",213,4
1201649302,"Guerrero",240,1
1201649303,"Guerrero","NA",5
1201649305,"Guerrero",360,1
1201655301,"Guerrero",375,4
1201660901,"Guerrero",900,2
1201660903,"Guerrero","NA",4
1201766901,"Guerrero",300,4
1201772802,"Guerrero","NA",4
1201772803,"Guerrero","NA",2
1201772804,"Guerrero",450,5
1201772805,"Guerrero",337.5,1
1201774802,"Guerrero",300,3
1201774804,"Guerrero",175,4
1201774805,"Guerrero",420,5
1201775401,"Guerrero",285,3
1201775402,"Guerrero",270,3
1201775404,"Guerrero",240,3
1201775405,"Guerrero",417,2
1201784402,"Guerrero","NA",1
1201784403,"Guerrero","NA",2
1201784404,"Guerrero","NA",5
1201784405,"Guerrero","NA",1
1201784406,"Guerrero",126,2
1201786701,"Guerrero","NA",3
1201786702,"Guerrero","NA",3
1201786703,"Guerrero","NA",2
1201786704,"Guerrero","NA",4
1201786705,"Guerrero","NA",2
1201786706,"Guerrero","NA",4
1201796201,"Guerrero","NA",2
1201796203,"Guerrero","NA",3
1201796204,"Guerrero",450,1
1201796205,"Guerrero",450,1
1201796206,"Guerrero","NA",5
1201822501,"Guerrero","NA",5
1201822504,"Guerrero",75,4
1201822505,"Guerrero","NA",6
1201822506,"Guerrero","NA",3
1201869302,"Guerrero","NA",3
1201869303,"Guerrero","NA",4
1201869304,"Guerrero","NA",4
1201869305,"Guerrero","NA",2
1201975001,"Guerrero","NA",4
1201975002,"Guerrero",210,3
1201975003,"Guerrero","NA",3
1201975005,"Guerrero","NA",4
1202048901,"Guerrero",250,2
1202048906,"Guerrero","NA",6
1202064201,"Guerrero",272.25,8
1202064203,"Guerrero",405,1
1202064203,"Guerrero",197.41,6
1202064204,"Guerrero",150,4
1202064205,"Guerrero","NA",3
1202098503,"Guerrero","NA",2
1202098504,"Guerrero",180,1
1202098505,"Guerrero",279,2
1202127301,"Guerrero",210,5
1202127302,"Guerrero",180,4
1202127303,"Guerrero",360,6
1202127304,"Guerrero",303,2
1202138902,"Guerrero","NA",6
1202138903,"Guerrero",200,3
1202138904,"Guerrero",180,2
1202138905,"Guerrero",125,1
1202141804,"Guerrero",150,5
1202141805,"Guerrero",90,3
1202141806,"Guerrero",300,4
1202158402,"Guerrero",291,7
1202158403,"Guerrero",183,5
1202158404,"Guerrero",125,4
1202158405,"Guerrero",240,4
1202161001,"Guerrero",270,3
1202161003,"Guerrero",996,2
1202161005,"Guerrero",300,2
1202161006,"Guerrero",288,1
1202162601,"Guerrero",297,6
1202162602,"Guerrero",270,5
1202162603,"Guerrero","NA",5
1202162604,"Guerrero","NA",5
1202162605,"Guerrero",150,3
1202162606,"Guerrero",275,8
1202196701,"Guerrero",150,3
1202196702,"Guerrero",180,2
1202196704,"Guerrero","NA",4
1202196706,"Guerrero","NA",5
1202198201,"Guerrero",200,2
1202198202,"Guerrero","NA",4
1202198203,"Guerrero","NA",1
1202198204,"Guerrero","NA",1
1202198206,"Guerrero",183,2
1202216801,"Guerrero",250,3
1202216803,"Guerrero",125,4
1202224401,"Guerrero",300,4
1202224402,"Guerrero",175,5
1202224404,"Guerrero",300,4
1202224406,"Guerrero",400,4
1202226002,"Guerrero",375,3
1202226005,"Guerrero",200,6
1202226006,"Guerrero",150,4
1202263501,"Guerrero",180,3
1202263503,"Guerrero",225,2
1202263504,"Guerrero","NA",5
1202263505,"Guerrero",126,3
1202263506,"Guerrero",240,4
1202288001,"Guerrero","NA",4
1202288002,"Guerrero",750,4
1202288003,"Guerrero",150,1
1202288004,"Guerrero",525,4
1202288005,"Guerrero",300,9
1202288006,"Guerrero",1050,3
1202311601,"Guerrero","NA",4
1202311602,"Guerrero","NA",2
1202311603,"Guerrero","NA",6
1202311604,"Guerrero","NA",3
1202311606,"Guerrero","NA",4
1202374701,"Guerrero","NA",4
1202374702,"Guerrero","NA",5
1202374703,"Guerrero","NA",3
1202374704,"Guerrero","NA",4
1202374705,"Guerrero","NA",1
1202374705,"Guerrero","NA",3
1202472301,"Guerrero","NA",4
1202472303,"Guerrero","NA",6
1202472304,"Guerrero","NA",1
1202594501,"Guerrero",3449.02,3
1202594501,"Guerrero",1045.16,4
1202594501,"Guerrero",1045.16,4
1202594502,"Guerrero",655,8
1202594503,"Guerrero",318,5
1202594504,"Guerrero",200,7
1202594505,"Guerrero",312.5,5
1202594506,"Guerrero",125,5
1202661303,"Guerrero",300,4
1202661304,"Guerrero",200,5
1202661305,"Guerrero","NA",3
1202675202,"Guerrero",300,3
1202675203,"Guerrero",322.71,3
1202675204,"Guerrero",290.32,3
1202675205,"Guerrero",375,3
1202675206,"Guerrero",3193.54,4
1202723502,"Guerrero",237.5,6
1202723503,"Guerrero",312.5,5
1202723504,"Guerrero","NA",2
1202723504,"Guerrero","NA",4
1202723504,"Guerrero","NA",4
1202723505,"Guerrero",375,2
1202723506,"Guerrero",225,4
1202774902,"Guerrero",381,3
1202774903,"Guerrero","NA",2
1202774906,"Guerrero",125,2
1202786801,"Guerrero","NA",2
1202786802,"Guerrero","NA",6
1202786803,"Guerrero","NA",2
1202786804,"Guerrero","NA",4
1202786806,"Guerrero","NA",3
1202813301,"Guerrero",625,1
1202813305,"Guerrero",1050,6
1202818401,"Guerrero",262.5,2
1202818402,"Guerrero",300,1
1202818403,"Guerrero",250,2
1202818404,"Guerrero",31.25,4
1202818405,"Guerrero","NA",4
1202818406,"Guerrero",300,2
1202839001,"Guerrero","NA",6
1202839002,"Guerrero","NA",5
1202839003,"Guerrero",270,4
1202839004,"Guerrero","NA",2
1202839005,"Guerrero","NA",4
1202839006,"Guerrero","NA",2
1202851603,"Guerrero","NA",6
1202851604,"Guerrero",9000,1
1202851605,"Guerrero",300,2
1202851606,"Guerrero",381,3
1202870701,"Guerrero",600,4
1202870702,"Guerrero",195,1
1202870703,"Guerrero",195,3
1202870704,"Guerrero",195,5
1202870705,"Guerrero",180,3
1202870706,"Guerrero",195,3
1202886702,"Guerrero","NA",4
1202886703,"Guerrero","NA",2
1202886704,"Guerrero","NA",5
1202886705,"Guerrero","NA",4
1202886706,"Guerrero","NA",5
1202943202,"Guerrero","NA",4
1202943203,"Guerrero",300,3
1202943204,"Guerrero","NA",4
1202943205,"Guerrero",250,5
1202943206,"Guerrero","NA",2
1202966007,"Guerrero","NA",1
1202966009,"Guerrero",300,1
1202966011,"Guerrero",110,5
1202966012,"Guerrero",300,4
1202966402,"Guerrero","NA",5
1202966404,"Guerrero","NA",2
1202966405,"Guerrero",360,3
1202966406,"Guerrero","NA",2
1202966613,"Guerrero","NA",1
1202966614,"Guerrero",450,1
1202966616,"Guerrero",250,2
1202966617,"Guerrero","NA",1
1202966618,"Guerrero","NA",1
1202966720,"Guerrero",180,4
1202966721,"Guerrero","NA",7
1202966722,"Guerrero",187.5,1
1202966723,"Guerrero",220,2
1202966724,"Guerrero","NA",3
1203012201,"Guerrero",90,2
1203012202,"Guerrero",150,5
1203012203,"Guerrero",138,8
1203012204,"Guerrero",92,1
1203012205,"Guerrero",234,2
1203012206,"Guerrero",90,5
1203012313,"Guerrero","NA",3
1203012314,"Guerrero","NA",5
1203012315,"Guerrero",135,4
1203012316,"Guerrero",165,5
1203012317,"Guerrero",93,5
1203012318,"Guerrero","NA",1
1203012507,"Guerrero","NA",3
1203012508,"Guerrero",13.75,3
1203012509,"Guerrero",17.25,1
1203012510,"Guerrero","NA",2
1203012511,"Guerrero",90,3
1203012920,"Guerrero",162,2
1203012921,"Guerrero","NA",6
1203012922,"Guerrero",180,5
1203012923,"Guerrero",375,3
1203012924,"Guerrero",600,3
1203015013,"Guerrero",162,3
1203015014,"Guerrero",156,3
1203015015,"Guerrero",16.8,2
1203015016,"Guerrero","NA",5
1203015017,"Guerrero",160.5,4
