"folioviv","entidad","gasto_agua_tot","tot_integ"
505332217,"Chiapas","NA",5
505332519,"Chiapas",300,1
505332520,"Chiapas",270,5
505332521,"Chiapas",255,2
505332522,"Chiapas",285,2
505332523,"Chiapas",285,6
505332601,"Chiapas",225,1
505332602,"Chiapas",285,4
505332603,"Chiapas",285,2
505332604,"Chiapas",294,2
505332605,"Chiapas",2400,6
505332606,"Chiapas",112.5,1
505332707,"Chiapas",285,4
505332708,"Chiapas",450,4
505332709,"Chiapas",285,3
505332710,"Chiapas",300,3
505332711,"Chiapas",162,3
505332712,"Chiapas",300,6
505356213,"Chiapas",600,4
505356214,"Chiapas",285,2
505356215,"Chiapas","NA",1
505356217,"Chiapas","NA",3
505356218,"Chiapas",555,4
505356519,"Chiapas",75,1
505356520,"Chiapas","NA",3
505356521,"Chiapas",285,4
505356522,"Chiapas",132,5
505356523,"Chiapas",135,2
505356524,"Chiapas",285,5
505356603,"Chiapas",1311,5
505356604,"Chiapas","NA",5
505356605,"Chiapas","NA",2
505356606,"Chiapas",270,3
505356707,"Chiapas",300,4
505356708,"Chiapas",142.5,5
505356709,"Chiapas",285,2
505356710,"Chiapas","NA",1
505356711,"Chiapas",126,2
505356712,"Chiapas",300,5
505370301,"Chiapas",540,5
505370302,"Chiapas",474,4
505370303,"Chiapas",336,2
505370304,"Chiapas",402,5
505370306,"Chiapas",201,1
505370419,"Chiapas",493.16,2
505370421,"Chiapas",312,3
505370422,"Chiapas",493.16,2
505370424,"Chiapas",600,4
505370814,"Chiapas",336,2
505370815,"Chiapas",300,3
505370816,"Chiapas",300,4
505370818,"Chiapas",192,2
505370907,"Chiapas",402,3
505370909,"Chiapas",180,3
505370911,"Chiapas",180,2
505436001,"Chiapas",330,2
505436002,"Chiapas",279,2
505436003,"Chiapas",210,5
505436005,"Chiapas",450,4
505436006,"Chiapas",375,5
505436219,"Chiapas",240,2
505436220,"Chiapas",270,1
505436221,"Chiapas","NA",1
505436222,"Chiapas",345,4
505436223,"Chiapas",600,4
505436224,"Chiapas",540,1
505436607,"Chiapas",390,4
505436609,"Chiapas",330,2
505436610,"Chiapas",300,4
505436611,"Chiapas",360,5
505436612,"Chiapas",360,6
505436713,"Chiapas",378,3
505436714,"Chiapas",261,6
505436715,"Chiapas",330,5
505436716,"Chiapas",330,4
505436717,"Chiapas",345,2
505436718,"Chiapas",540,2
505437308,"Chiapas",360,4
505437310,"Chiapas",195,1
505437311,"Chiapas",300,5
505437312,"Chiapas",330,5
505437502,"Chiapas",345,4
505437503,"Chiapas",360,3
505437504,"Chiapas",465,6
505437506,"Chiapas",35,1
505437819,"Chiapas",300,5
505437822,"Chiapas",360,4
505437823,"Chiapas",300,5
505437913,"Chiapas",26.5,2
505437914,"Chiapas",62.5,5
505437916,"Chiapas",55,3
505437918,"Chiapas",360,3
505458901,"Chiapas",1950,8
505458902,"Chiapas",900,5
505458903,"Chiapas",156,2
505458904,"Chiapas","NA",7
505458905,"Chiapas",600,5
505470801,"Chiapas",180,4
505470802,"Chiapas",540,4
505470803,"Chiapas",210,1
505470804,"Chiapas",615,5
505470805,"Chiapas",816,3
505470806,"Chiapas",450,4
505478401,"Chiapas",225,4
505478402,"Chiapas",300,3
505478403,"Chiapas",396,3
505478404,"Chiapas",567,5
505478406,"Chiapas",150,2
505479001,"Chiapas",384,6
505479003,"Chiapas",106.5,4
505479005,"Chiapas",708.38,4
505479006,"Chiapas",210,4
505484601,"Chiapas",213,3
505484604,"Chiapas",180,3
505484605,"Chiapas",900,2
505484606,"Chiapas",450,1
505491801,"Chiapas",585,5
505491802,"Chiapas",20.25,2
505491803,"Chiapas",102,2
505491804,"Chiapas",1050,2
505491806,"Chiapas",186,2
505513401,"Chiapas",510,4
505513402,"Chiapas",300,5
505513403,"Chiapas",300,5
505513404,"Chiapas",240,4
505513405,"Chiapas",240,6
505513406,"Chiapas",120,5
505531002,"Chiapas",1440,5
505531004,"Chiapas",540,5
505531005,"Chiapas",180,6
505531006,"Chiapas",732,4
505559601,"Chiapas",570,1
505559602,"Chiapas",261,4
505559603,"Chiapas",177,2
505559604,"Chiapas",792,5
505559605,"Chiapas",360,5
505559606,"Chiapas",675,4
505564701,"Chiapas",210,4
505564702,"Chiapas",276,3
505564703,"Chiapas",1050,3
505564704,"Chiapas",510,2
505564705,"Chiapas",600,4
505564706,"Chiapas",180,2
505572201,"Chiapas",900,6
505572202,"Chiapas",210,2
505572203,"Chiapas",210,5
505572204,"Chiapas",540,3
505572205,"Chiapas",360,3
505572206,"Chiapas",450,2
505573501,"Chiapas",1290,2
505573502,"Chiapas",210,4
505573503,"Chiapas",360,4
505573504,"Chiapas",180,4
505573505,"Chiapas",90,1
505579701,"Chiapas",900,5
505579702,"Chiapas",165,4
505579703,"Chiapas",180,4
505579704,"Chiapas",210,3
505579705,"Chiapas",750,3
505588301,"Chiapas",240,4
505588302,"Chiapas",291,5
505588303,"Chiapas",42.85,5
505588304,"Chiapas",1806,3
505588305,"Chiapas",900,5
505588306,"Chiapas",300,5
505623201,"Chiapas",1500,5
505623202,"Chiapas",210,1
505623203,"Chiapas",234,2
505623204,"Chiapas",342,3
505623205,"Chiapas",300,3
505623206,"Chiapas",210,5
505638802,"Chiapas","NA",1
505638803,"Chiapas",1200,3
505638804,"Chiapas",330,1
505638805,"Chiapas",1200,4
505649901,"Chiapas",360,4
505649902,"Chiapas",300,6
505649902,"Chiapas","NA",4
505649903,"Chiapas",360,8
505649904,"Chiapas",360,5
505649905,"Chiapas",360,4
505649906,"Chiapas",360,5
505656401,"Chiapas",174,2
505656402,"Chiapas",450,4
505656403,"Chiapas","NA",1
505656403,"Chiapas","NA",6
505656404,"Chiapas",300,1
505656405,"Chiapas",324,5
505656406,"Chiapas",162,4
505666002,"Chiapas","NA",4
505666004,"Chiapas",360,2
505666006,"Chiapas",600,6
505695601,"Chiapas",228,5
505695602,"Chiapas",165,5
505695603,"Chiapas",324,3
505695604,"Chiapas",324,5
505695605,"Chiapas",165,1
505695606,"Chiapas",285,6
505697701,"Chiapas",240,4
505697702,"Chiapas",660,10
505697703,"Chiapas","NA",5
505697704,"Chiapas",450,4
505697705,"Chiapas",162,1
505698201,"Chiapas",150,3
505698202,"Chiapas",270,5
505698203,"Chiapas",2400,8
505698206,"Chiapas",450,5
505699501,"Chiapas",1110,6
505699502,"Chiapas",510,5
505699503,"Chiapas",360,3
505699504,"Chiapas",510,10
505699505,"Chiapas",360,8
505699506,"Chiapas",270,7
505744801,"Chiapas",318,4
505744802,"Chiapas",165,4
505744803,"Chiapas",1020,1
505744805,"Chiapas",300,3
505744806,"Chiapas",360,6
505749402,"Chiapas","NA",5
505749403,"Chiapas","NA",4
505749404,"Chiapas",1050,4
505749405,"Chiapas",1800,5
505749406,"Chiapas",2100,4
505760301,"Chiapas",270,2
505760302,"Chiapas",660,6
505760303,"Chiapas",450,2
505760304,"Chiapas",324,6
505760305,"Chiapas",180,2
505760306,"Chiapas","NA",2
505857301,"Chiapas",8100,3
505857302,"Chiapas",120,2
505857303,"Chiapas",330,4
505857304,"Chiapas",1200,6
505857305,"Chiapas",464.51,3
505857306,"Chiapas",270,2
505857419,"Chiapas",495,6
505857420,"Chiapas",120,2
505857421,"Chiapas",120,1
505857422,"Chiapas",309,5
505857423,"Chiapas",330,5
505857424,"Chiapas",120,2
505857815,"Chiapas",150,4
505857816,"Chiapas",270,5
505857817,"Chiapas",225,4
505857818,"Chiapas","NA",3
505857907,"Chiapas",231,3
505857908,"Chiapas",117,2
505857909,"Chiapas",180,5
505857910,"Chiapas",120,3
505857911,"Chiapas",405,4
505859001,"Chiapas",300,3
505859003,"Chiapas",342,2
505859005,"Chiapas",150,5
505859006,"Chiapas",267,5
505859219,"Chiapas",204,3
505859220,"Chiapas",180,2
505859221,"Chiapas",555,6
505859222,"Chiapas",342,5
505859223,"Chiapas",840,2
505859224,"Chiapas",120,3
505859607,"Chiapas",360,3
505859608,"Chiapas",240,6
505859609,"Chiapas",450,6
505859610,"Chiapas",450,1
505859611,"Chiapas",285,6
505859612,"Chiapas",180,4
505859713,"Chiapas",150,4
505859714,"Chiapas",450,5
505859715,"Chiapas",540,4
505859717,"Chiapas",500,7
505859718,"Chiapas",780,5
505885307,"Chiapas",450,3
505885308,"Chiapas",3000,7
505885311,"Chiapas","NA",5
505885502,"Chiapas",215,4
505885503,"Chiapas",1500,2
505885504,"Chiapas","NA",2
505885505,"Chiapas",360,3
505885819,"Chiapas",400,5
505885820,"Chiapas",162.5,2
505885821,"Chiapas",15,3
505885822,"Chiapas",201,2
505885823,"Chiapas",317,4
505885824,"Chiapas",165,5
505885913,"Chiapas",2322.58,4
505885915,"Chiapas",1306.45,2
505885917,"Chiapas",450,3
505885918,"Chiapas","NA",2
505918007,"Chiapas",38.25,4
505918008,"Chiapas","NA",2
505918010,"Chiapas",13.25,4
505918011,"Chiapas",14.5,5
505918012,"Chiapas",8.75,1
505918401,"Chiapas",480,6
505918402,"Chiapas","NA",1
505918403,"Chiapas",150,5
505918613,"Chiapas",300,3
505918614,"Chiapas",372,3
505918615,"Chiapas",180,3
505918616,"Chiapas",900,7
505918618,"Chiapas",180,5
505918719,"Chiapas",390,4
505918721,"Chiapas",180,4
505918722,"Chiapas",510,5
505918723,"Chiapas",150,3
505933203,"Chiapas",180,4
505933205,"Chiapas",240,4
505933206,"Chiapas",264,7
505933313,"Chiapas",141,2
505933314,"Chiapas",168,4
505933315,"Chiapas",300,6
505933316,"Chiapas",213,2
505933317,"Chiapas",207,4
505933318,"Chiapas",150,6
505933507,"Chiapas",300,3
505933508,"Chiapas",240,5
505933509,"Chiapas",210,6
505933510,"Chiapas",348,4
505933511,"Chiapas",120,2
505933512,"Chiapas",360,13
505933919,"Chiapas",450,4
505933921,"Chiapas",300,9
505933924,"Chiapas",360,4
505949007,"Chiapas",450,7
505949008,"Chiapas",168,6
505949010,"Chiapas",150,5
505949011,"Chiapas",90,5
505949012,"Chiapas",180,1
505949401,"Chiapas",210,7
505949402,"Chiapas",1500,3
505949404,"Chiapas",150,2
505949406,"Chiapas",450,3
505949613,"Chiapas",180,6
505949615,"Chiapas",450,1
505949616,"Chiapas",90,3
505949617,"Chiapas",240,4
505949618,"Chiapas",192,4
505949719,"Chiapas",99,1
505949720,"Chiapas",150,4
505949721,"Chiapas",120,2
505949722,"Chiapas",111,1
505949723,"Chiapas",180,3
505966701,"Chiapas",360,4
505966702,"Chiapas",105,3
505966703,"Chiapas",450,6
505966704,"Chiapas",210,2
505967202,"Chiapas",300,5
505967203,"Chiapas",156,4
505967205,"Chiapas","NA",2
505967206,"Chiapas",75,3
505982501,"Chiapas",180,6
505982502,"Chiapas",330,5
505982503,"Chiapas","NA",5
505982505,"Chiapas","NA",9
505991301,"Chiapas",150,1
505991302,"Chiapas",75,3
505991304,"Chiapas",150,3
505991305,"Chiapas",240,2
505991306,"Chiapas",240,8
506003903,"Chiapas",1050,6
506003904,"Chiapas",210,5
506003905,"Chiapas","NA",2
506003906,"Chiapas",237,1
506020402,"Chiapas",7500,3
506020403,"Chiapas",400,3
506020405,"Chiapas",330,4
506056001,"Chiapas",150,1
506056002,"Chiapas",75,3
506056004,"Chiapas",168,4
506056005,"Chiapas",150,6
506056006,"Chiapas",150,4
506057801,"Chiapas","NA",5
506057802,"Chiapas",141,4
506057803,"Chiapas",168,2
506057804,"Chiapas",300,2
506057806,"Chiapas",150,5
506092301,"Chiapas","NA",7
506092302,"Chiapas",441.29,2
506092303,"Chiapas","NA",5
506092304,"Chiapas",90,1
506103901,"Chiapas","NA",2
506103902,"Chiapas","NA",5
506103904,"Chiapas",171,5
506103905,"Chiapas",135,1
506103906,"Chiapas","NA",2
506104801,"Chiapas","NA",4
506104802,"Chiapas",1500,5
506104803,"Chiapas","NA",6
506104804,"Chiapas","NA",6
506104805,"Chiapas",180,5
506104806,"Chiapas",300,5
506151401,"Chiapas",690,2
506151402,"Chiapas","NA",3
506151403,"Chiapas","NA",1
506151404,"Chiapas","NA",2
506151405,"Chiapas","NA",4
506151406,"Chiapas","NA",6
506154001,"Chiapas",37.5,5
506154002,"Chiapas","NA",5
506154003,"Chiapas","NA",5
506154004,"Chiapas",750,4
506154005,"Chiapas","NA",2
506154006,"Chiapas","NA",4
506161601,"Chiapas","NA",3
506161602,"Chiapas",225,3
506161603,"Chiapas",150,4
506161604,"Chiapas","NA",6
506161605,"Chiapas",210,4
506161606,"Chiapas","NA",5
506215207,"Chiapas",600,3
506215208,"Chiapas",195,4
506215209,"Chiapas",462,1
506215210,"Chiapas",345,3
506215211,"Chiapas",900,4
506215320,"Chiapas",46.28,2
506215321,"Chiapas",900,3
506215322,"Chiapas",300,3
506215323,"Chiapas",189,2
506215324,"Chiapas","NA",3
506215513,"Chiapas",141,2
506215515,"Chiapas",300,2
506215516,"Chiapas",219,1
506215518,"Chiapas",183,2
506215701,"Chiapas",960,2
506215703,"Chiapas",360,3
506215704,"Chiapas",630,2
506215706,"Chiapas",17.5,2
506262019,"Chiapas",240,3
506262022,"Chiapas",204,5
506262023,"Chiapas",171,5
506262024,"Chiapas",600,3
506262414,"Chiapas",234,2
506262416,"Chiapas",250,5
506262417,"Chiapas",630,3
506262418,"Chiapas",462,2
506262807,"Chiapas",900,4
506262808,"Chiapas",225,1
506262809,"Chiapas",204,3
506262810,"Chiapas",300,1
506262811,"Chiapas",600,3
506262901,"Chiapas",1140,4
506262902,"Chiapas",300,1
506262903,"Chiapas",1200,4
506262904,"Chiapas",210,4
506262905,"Chiapas",450,1
506262906,"Chiapas",693,3
506266013,"Chiapas",1100,3
506266014,"Chiapas",360,4
506266016,"Chiapas",300,9
506266017,"Chiapas",540,5
506266018,"Chiapas",210,2
506266407,"Chiapas",300,5
506266408,"Chiapas",1500,3
506266409,"Chiapas",600,4
506266411,"Chiapas",1740,7
506266412,"Chiapas",900,6
506266619,"Chiapas",480,3
506266620,"Chiapas",750,5
506266621,"Chiapas",540,3
506266623,"Chiapas",540,3
506266624,"Chiapas",204,1
506266801,"Chiapas",270,4
506266802,"Chiapas",189,2
506266803,"Chiapas",3000,3
506266804,"Chiapas",600,5
506266806,"Chiapas",300,2
506314013,"Chiapas",330,5
506314016,"Chiapas",69,2
506314407,"Chiapas",399,5
506314408,"Chiapas","NA",3
506314409,"Chiapas",159.67,1
506314410,"Chiapas",450,4
506314412,"Chiapas","NA",2
506314619,"Chiapas",165,2
506314620,"Chiapas","NA",5
506314624,"Chiapas",180,4
506314802,"Chiapas",156,4
506314803,"Chiapas",540,6
506314804,"Chiapas",180,4
506314805,"Chiapas",180,2
506314806,"Chiapas",240,4
506337203,"Chiapas",294,3
506337204,"Chiapas",150,3
506337205,"Chiapas",276,2
506337206,"Chiapas",600,1
506337313,"Chiapas",159,2
506337315,"Chiapas",450,3
506337318,"Chiapas",225,3
506337507,"Chiapas",150,2
506337508,"Chiapas",156,1
506337509,"Chiapas",13,2
506337510,"Chiapas","NA",4
506337919,"Chiapas",240,1
506337920,"Chiapas",450,5
506337921,"Chiapas",450,2
506337922,"Chiapas",300,4
506365014,"Chiapas",270,3
506365015,"Chiapas",150,3
506365016,"Chiapas",270,4
506365017,"Chiapas",540,5
506365018,"Chiapas",156,3
506365408,"Chiapas",180,1
506365409,"Chiapas",240,2
506365412,"Chiapas",159,2
506365621,"Chiapas",180,5
506365622,"Chiapas",294,2
506365801,"Chiapas",390,2
506365802,"Chiapas",210,6
506365803,"Chiapas",750,3
506365804,"Chiapas",312,2
506365805,"Chiapas",270,2
506403207,"Chiapas",225,7
506403208,"Chiapas","NA",3
506403210,"Chiapas","NA",3
506403211,"Chiapas",144,8
506403319,"Chiapas","NA",6
506403320,"Chiapas","NA",6
506403322,"Chiapas","NA",7
506403323,"Chiapas",126,5
506403324,"Chiapas",345,4
506403513,"Chiapas",135,6
506403514,"Chiapas",135,3
506403515,"Chiapas",126,2
506403516,"Chiapas","NA",5
506403517,"Chiapas",204,5
506403518,"Chiapas",630,5
506403701,"Chiapas",225,4
506403702,"Chiapas",237,2
506403703,"Chiapas",210,3
506403704,"Chiapas",231,4
506403705,"Chiapas",210,5
506403706,"Chiapas",210,1
506432019,"Chiapas","NA",2
506432020,"Chiapas","NA",2
506432021,"Chiapas",174,8
506432022,"Chiapas","NA",1
506432023,"Chiapas",180,4
506432024,"Chiapas",201,5
506432413,"Chiapas","NA",6
506432414,"Chiapas",225,3
506432417,"Chiapas","NA",6
506432418,"Chiapas",210,5
506432807,"Chiapas",276,3
506432809,"Chiapas",1380,2
506432810,"Chiapas","NA",7
506432811,"Chiapas",96,5
506432812,"Chiapas",201,4
506432901,"Chiapas",273,5
506432902,"Chiapas",210,4
506432904,"Chiapas",165,8
506432905,"Chiapas",210,8
506432906,"Chiapas",225,4
506517207,"Chiapas",75,1
506517208,"Chiapas",420,4
506517209,"Chiapas",270,7
506517210,"Chiapas",162,6
506517211,"Chiapas",300,2
506517212,"Chiapas","NA",2
506517319,"Chiapas",450,5
506517320,"Chiapas",13.5,1
506517321,"Chiapas",210,3
506517323,"Chiapas",240,5
506517324,"Chiapas",120,4
506517514,"Chiapas",630,3
506517515,"Chiapas",600,1
506517516,"Chiapas",540,5
506517517,"Chiapas",540,3
506517518,"Chiapas",330,5
506517701,"Chiapas","NA",1
506517702,"Chiapas",82.5,2
506517703,"Chiapas",360,3
506517704,"Chiapas","NA",2
506517705,"Chiapas",150,1
506517706,"Chiapas",90,2
506555001,"Chiapas",111,1
506555003,"Chiapas","NA",4
506555005,"Chiapas",210,2
506555006,"Chiapas",180,4
506555219,"Chiapas",93,1
506555220,"Chiapas",390,5
506555221,"Chiapas",700,4
506555222,"Chiapas",90,2
506555223,"Chiapas",300,4
506555224,"Chiapas",120,2
506555607,"Chiapas",480,4
506555610,"Chiapas",210,6
506555611,"Chiapas",240,3
506555612,"Chiapas",38.57,1
506555714,"Chiapas",120,4
506555716,"Chiapas",150,2
506555717,"Chiapas",1200,4
506555718,"Chiapas",210,3
506564019,"Chiapas",210,2
506564020,"Chiapas",510,2
506564021,"Chiapas",204,4
506564022,"Chiapas",690,8
506564023,"Chiapas",90,1
506564024,"Chiapas",504,6
506564414,"Chiapas",900,4
506564414,"Chiapas",306,1
506564415,"Chiapas",210,4
506564416,"Chiapas",450,8
506564418,"Chiapas",180,3
506564807,"Chiapas",180,3
506564808,"Chiapas",510,2
506564809,"Chiapas",150,3
506564811,"Chiapas",420,2
506564812,"Chiapas",196,3
506564901,"Chiapas",300,3
506564902,"Chiapas",93,2
506564904,"Chiapas","NA",4
506564905,"Chiapas",297,5
506572213,"Chiapas",360,1
506572214,"Chiapas",270,4
506572215,"Chiapas",480,6
506572216,"Chiapas",93,6
506572217,"Chiapas",93,3
506572218,"Chiapas",180,2
506572520,"Chiapas","NA",4
506572521,"Chiapas",180,2
506572522,"Chiapas","NA",4
506572523,"Chiapas",330,4
506572524,"Chiapas",180,4
506572601,"Chiapas",1500,6
506572602,"Chiapas",1146,3
506572604,"Chiapas",300,4
506572605,"Chiapas",210,4
506572606,"Chiapas",768,6
506572707,"Chiapas",540,5
506572708,"Chiapas",1290,4
506572710,"Chiapas",186,1
506572711,"Chiapas",180,1
506582307,"Chiapas","NA",4
506582308,"Chiapas","NA",4
506582309,"Chiapas",600,3
506582310,"Chiapas",150,7
506582311,"Chiapas",162,8
506582312,"Chiapas",150,3
506582502,"Chiapas","NA",4
506582503,"Chiapas",450,4
506582504,"Chiapas",210,5
506582505,"Chiapas",240,2
506582819,"Chiapas",114,4
506582821,"Chiapas",96,6
506582823,"Chiapas",225,3
506582824,"Chiapas",120,2
506582913,"Chiapas",255,3
506582914,"Chiapas",102,3
506582915,"Chiapas","NA",6
506582917,"Chiapas","NA",1
506582918,"Chiapas",105,9
506603701,"Chiapas",360,3
506603704,"Chiapas",360,4
506603706,"Chiapas","NA",1
506611007,"Chiapas",300,3
506611008,"Chiapas",600,2
506611010,"Chiapas",300,8
506611011,"Chiapas",300,6
506611012,"Chiapas",660,3
506611401,"Chiapas","NA",3
506611402,"Chiapas","NA",4
506611403,"Chiapas","NA",3
506611405,"Chiapas","NA",3
506611406,"Chiapas","NA",7
506611613,"Chiapas",180,5
506611614,"Chiapas",750,3
506611615,"Chiapas","NA",1
506611617,"Chiapas","NA",4
506611618,"Chiapas","NA",7
506611719,"Chiapas","NA",5
506611720,"Chiapas","NA",5
506611721,"Chiapas","NA",1
506611722,"Chiapas","NA",4
506611723,"Chiapas","NA",5
506611724,"Chiapas","NA",2
506660001,"Chiapas",360,5
506660002,"Chiapas","NA",1
506660003,"Chiapas",300,3
506660004,"Chiapas",1050,9
506660005,"Chiapas",540,4
506660006,"Chiapas",1800,6
506705301,"Chiapas",390,4
506705302,"Chiapas",192,1
506705303,"Chiapas","NA",5
506705305,"Chiapas",225,3
506705306,"Chiapas",210,1
506705420,"Chiapas",420,4
506705421,"Chiapas",204,5
506705422,"Chiapas",150,6
506705813,"Chiapas",600,4
506705814,"Chiapas",534,3
506705815,"Chiapas",225,9
506705816,"Chiapas",450,3
506705817,"Chiapas",360,4
506705818,"Chiapas",180,3
506705907,"Chiapas",1500,1
506705908,"Chiapas",105,1
506705909,"Chiapas","NA",6
506705910,"Chiapas",75,1
506705911,"Chiapas",216,1
506705912,"Chiapas",219,3
506722601,"Chiapas",300,4
506722602,"Chiapas",360,2
506722603,"Chiapas",360,5
506722606,"Chiapas",2622,1
506735001,"Chiapas",390,4
506735002,"Chiapas",570,3
506735003,"Chiapas",450,5
506749601,"Chiapas",1680,6
506749603,"Chiapas",600,1
506749605,"Chiapas",690,3
506749606,"Chiapas",630,4
506752902,"Chiapas",1200,4
506752903,"Chiapas",210,8
506752905,"Chiapas",390,2
506752906,"Chiapas",390,5
506785801,"Chiapas","NA",4
506785802,"Chiapas","NA",3
506785804,"Chiapas","NA",4
506785805,"Chiapas","NA",4
560007007,"Chiapas",180,3
560007009,"Chiapas",105,5
560007010,"Chiapas","NA",7
560007011,"Chiapas","NA",1
560007012,"Chiapas",180,6
560007401,"Chiapas",174,5
560007402,"Chiapas",162,6
560007403,"Chiapas",174,2
560007404,"Chiapas","NA",4
560007405,"Chiapas",156,7
560007406,"Chiapas",168,1
560007613,"Chiapas",174,2
560007614,"Chiapas",150,3
560007615,"Chiapas",174,4
560007616,"Chiapas",360,4
560007618,"Chiapas",159,1
560007719,"Chiapas",150,3
560007721,"Chiapas",165,2
560007722,"Chiapas","NA",5
560007723,"Chiapas",105,3
560015201,"Chiapas",366,5
560015202,"Chiapas",291,4
560015203,"Chiapas",480,5
560015204,"Chiapas",234,4
560015205,"Chiapas",288,4
560015206,"Chiapas",258,5
560015313,"Chiapas",270,5
560015314,"Chiapas",357,4
560015315,"Chiapas",600,10
560015316,"Chiapas",327,3
560015317,"Chiapas",330,1
560015318,"Chiapas",387,6
560015507,"Chiapas",378,7
560015508,"Chiapas",288,3
560015509,"Chiapas",300,1
560015510,"Chiapas","NA",2
560015511,"Chiapas",270,1
560015512,"Chiapas","NA",4
560015919,"Chiapas",252,1
560015920,"Chiapas",20,4
560015921,"Chiapas",360,6
560015922,"Chiapas",22.5,4
560015923,"Chiapas",261,1
560015924,"Chiapas",288,3
560025201,"Chiapas",240,2
560025203,"Chiapas",510,3
560025204,"Chiapas",900,2
560025205,"Chiapas",210,4
560025206,"Chiapas",540,4
560025313,"Chiapas",450,7
560025314,"Chiapas",240,4
560025315,"Chiapas",300,5
560025317,"Chiapas",150,1
560025318,"Chiapas",203.22,4
560025508,"Chiapas","NA",6
560025509,"Chiapas",168,3
560025510,"Chiapas","NA",3
560025512,"Chiapas",162.58,1
560025919,"Chiapas",210,5
560025920,"Chiapas","NA",5
560025921,"Chiapas",360,5
560025922,"Chiapas",450,4
560025923,"Chiapas",177,2
560025924,"Chiapas",300,5
560037013,"Chiapas",165,5
560037015,"Chiapas",300,2
560037016,"Chiapas",345,3
560037018,"Chiapas","NA",2
560037407,"Chiapas",150,5
560037408,"Chiapas",150,3
560037409,"Chiapas",135,4
560037410,"Chiapas",324,1
560037411,"Chiapas",120,5
560037412,"Chiapas",360,4
560037619,"Chiapas",180,5
560037620,"Chiapas",300,5
560037621,"Chiapas","NA",8
560037622,"Chiapas",360,4
